id,name,type,breed,age,energy_level,size,good_with_kids,health_condition,other_pets_compatibility,environment_suitability,special_needs,location
280,Pet280,Dog,Bulldog,8,3,Medium,Yes,Neutered,Maybe,House,Mobility issue,San Antonio
281,Pet281,Cat,Siamese,5,3,Small,No,Allergies,Maybe,Farm,Behavioral support,San Jose
282,Pet282,Dog,German Shepherd,3,3,Medium,No,Allergies,Maybe,Apartment,Behavioral support,San Jose
283,Pet283,Cat,Siamese,1,2,Medium,No,Neutered,Yes,House,None,Houston
284,Pet284,Cat,Bengal,5,3,Medium,No,Neutered,Yes,House,None,San Jose
285,Pet285,Dog,German Shepherd,10,1,Small,No,None,Yes,House,None,Los Angeles
286,Pet286,Cat,Persian,10,2,Small,No,None,Maybe,Farm,Behavioral support,Los Angeles
287,Pet287,Cat,Bengal,4,2,Large,Yes,Allergies,Yes,House,Mobility issue,Houston
288,Pet288,Dog,Bulldog,6,3,Medium,Yes,Allergies,No,House,Behavioral support,San Jose
289,Pet289,Dog,Beagle,10,3,Small,No,Vaccinated,Maybe,Apartment,None,Dallas
290,Pet290,Cat,Persian,7,2,Large,Yes,Allergies,No,Apartment,Mobility issue,Phoenix
291,Pet291,Dog,Labrador,7,1,Medium,No,Neutered,No,Farm,Behavioral support,Dallas
292,Pet292,Dog,German Shepherd,8,2,Small,No,None,No,Apartment,None,San Jose
293,Pet293,Cat,Maine Coon,3,3,Small,No,Vaccinated,Yes,Apartment,Behavioral support,Dallas
294,Pet294,Cat,Maine Coon,3,2,Large,No,Vaccinated,Maybe,House,None,Philadelphia
295,Pet295,Cat,Persian,6,3,Small,No,Allergies,Maybe,Farm,Mobility issue,Dallas
296,Pet296,Dog,Beagle,8,1,Small,Yes,Neutered,Yes,Farm,Mobility issue,Houston
297,Pet297,Dog,Bulldog,6,2,Small,No,Allergies,Yes,House,Behavioral support,Dallas
298,Pet298,Dog,German Shepherd,7,3,Medium,Yes,Vaccinated,Yes,House,Mobility issue,Los Angeles
299,Pet299,Cat,Persian,4,1,Large,Yes,Vaccinated,Maybe,Farm,Mobility issue,San Diego
300,Pet300,Dog,Labrador,4,1,Small,Yes,Allergies,No,House,None,San Antonio
301,Pet301,Dog,German Shepherd,5,2,Small,No,Vaccinated,Yes,Apartment,None,New York
302,Pet302,Dog,Beagle,10,2,Small,No,Vaccinated,Maybe,House,None,Chicago
303,Pet303,Cat,Persian,3,3,Small,No,Allergies,Maybe,House,None,San Antonio
304,Pet304,Dog,Beagle,10,2,Medium,Yes,Allergies,No,House,Mobility issue,Phoenix
305,Pet305,Cat,Siamese,8,3,Large,No,Neutered,Yes,Apartment,Mobility issue,San Antonio
306,Pet306,Dog,Beagle,4,3,Large,No,Neutered,Maybe,House,Behavioral support,San Diego
307,Pet307,Dog,Beagle,10,2,Small,Yes,Allergies,Yes,Apartment,Mobility issue,Philadelphia
308,Pet308,Dog,Poodle,7,3,Medium,No,None,Maybe,Apartment,Behavioral support,San Diego
309,Pet309,Cat,Persian,2,3,Small,Yes,Vaccinated,Maybe,Apartment,Mobility issue,Phoenix
310,Pet310,Dog,Bulldog,8,2,Large,Yes,Vaccinated,Yes,House,Mobility issue,Houston
311,Pet311,Cat,Maine Coon,2,2,Medium,Yes,Allergies,Yes,Apartment,Behavioral support,Chicago
312,Pet312,Cat,Bengal,4,1,Large,Yes,None,Yes,Apartment,Mobility issue,Los Angeles
313,Pet313,Dog,Poodle,10,3,Large,No,Allergies,Yes,Farm,None,San Diego
314,Pet314,Dog,Beagle,4,1,Medium,No,Vaccinated,Yes,House,Behavioral support,San Diego
315,Pet315,Cat,Persian,1,3,Small,Yes,Allergies,Maybe,House,None,San Diego
316,Pet316,Dog,Bulldog,1,3,Medium,Yes,Neutered,Maybe,House,Mobility issue,New York
317,Pet317,Cat,Sphynx,8,1,Large,Yes,Allergies,No,Apartment,None,Philadelphia
318,Pet318,Cat,Bengal,9,1,Medium,No,Neutered,No,Farm,None,Philadelphia
319,Pet319,Cat,Persian,10,2,Medium,No,Allergies,No,Apartment,None,San Diego
320,Pet320,Cat,Maine Coon,7,1,Large,No,Neutered,No,House,None,San Diego
321,Pet321,Cat,Sphynx,3,1,Medium,Yes,Allergies,Maybe,Farm,None,Chicago
322,Pet322,Dog,Beagle,7,1,Medium,Yes,Vaccinated,Maybe,Apartment,None,New York
323,Pet323,Cat,Sphynx,3,3,Small,No,None,Yes,House,None,Philadelphia
324,Pet324,Cat,Sphynx,7,1,Large,No,None,Maybe,Apartment,Mobility issue,San Diego
325,Pet325,Dog,Beagle,1,3,Small,No,Neutered,Yes,Farm,Behavioral support,Houston
326,Pet326,Cat,Maine Coon,4,3,Large,Yes,Neutered,Yes,Apartment,Mobility issue,Phoenix
327,Pet327,Dog,Beagle,3,3,Small,Yes,Allergies,No,Apartment,Behavioral support,Philadelphia
328,Pet328,Cat,Siamese,10,2,Medium,No,Allergies,Yes,House,Behavioral support,San Jose
329,Pet329,Cat,Sphynx,10,1,Large,No,Vaccinated,No,House,Behavioral support,New York
330,Pet330,Cat,Bengal,7,3,Small,No,Allergies,Maybe,House,Mobility issue,San Antonio
331,Pet331,Dog,Poodle,2,2,Medium,Yes,Vaccinated,Yes,Farm,None,Los Angeles
332,Pet332,Cat,Bengal,6,1,Large,No,Vaccinated,No,House,None,San Diego
333,Pet333,Dog,German Shepherd,7,1,Small,Yes,Vaccinated,Maybe,House,Mobility issue,Dallas
334,Pet334,Dog,Poodle,5,3,Large,No,Vaccinated,No,Farm,Mobility issue,Dallas
335,Pet335,Cat,Persian,8,2,Small,Yes,Allergies,Maybe,House,Behavioral support,Los Angeles
336,Pet336,Dog,Labrador,4,2,Medium,Yes,Vaccinated,No,Farm,None,Chicago
337,Pet337,Cat,Siamese,5,1,Small,No,None,Yes,Farm,Behavioral support,Los Angeles
338,Pet338,Dog,Beagle,3,1,Large,Yes,None,No,House,None,San Antonio
339,Pet339,Dog,German Shepherd,6,3,Large,Yes,None,No,Apartment,Behavioral support,San Antonio
340,Pet340,Cat,Siamese,2,1,Medium,No,None,No,Farm,Mobility issue,Chicago
341,Pet341,Dog,Labrador,3,1,Large,Yes,Neutered,No,Farm,None,Philadelphia
342,Pet342,Cat,Bengal,2,3,Small,No,Vaccinated,Maybe,Apartment,Mobility issue,Houston
343,Pet343,Dog,Bulldog,3,3,Large,No,Vaccinated,No,Apartment,None,New York
344,Pet344,Dog,German Shepherd,5,3,Large,Yes,Allergies,Yes,House,Mobility issue,San Diego
345,Pet345,Dog,Beagle,8,2,Medium,Yes,Vaccinated,Yes,House,None,Dallas
346,Pet346,Dog,Beagle,3,3,Small,Yes,None,Maybe,Apartment,None,Chicago
347,Pet347,Dog,Poodle,6,1,Medium,No,Vaccinated,No,Apartment,Behavioral support,San Antonio
348,Pet348,Dog,Beagle,6,2,Medium,Yes,Neutered,No,Farm,None,San Antonio
349,Pet349,Dog,Beagle,10,3,Medium,No,Vaccinated,No,Farm,Mobility issue,San Antonio
350,Pet350,Dog,German Shepherd,2,3,Small,Yes,Allergies,No,House,Behavioral support,San Diego
351,Pet351,Cat,Maine Coon,9,3,Medium,No,None,Maybe,House,Behavioral support,San Jose
352,Pet352,Dog,Poodle,6,1,Large,No,Allergies,Maybe,Farm,None,Los Angeles
353,Pet353,Cat,Maine Coon,5,2,Large,Yes,Allergies,No,Apartment,None,Houston
354,Pet354,Cat,Maine Coon,4,2,Large,No,Allergies,No,Farm,Behavioral support,Houston
355,Pet355,Dog,Bulldog,4,3,Large,No,Allergies,Yes,House,None,Dallas
356,Pet356,Dog,Labrador,5,3,Small,Yes,Allergies,Yes,Farm,Behavioral support,Philadelphia
357,Pet357,Dog,Poodle,8,3,Medium,No,Allergies,Yes,House,None,Los Angeles
358,Pet358,Cat,Siamese,7,3,Medium,Yes,Vaccinated,Yes,House,Behavioral support,San Diego
359,Pet359,Cat,Sphynx,10,2,Small,No,Vaccinated,No,Farm,Behavioral support,San Jose
360,Pet360,Dog,Poodle,7,2,Medium,Yes,Neutered,Yes,Apartment,Behavioral support,New York
361,Pet361,Dog,Labrador,5,1,Large,No,Neutered,Yes,Farm,None,San Antonio
362,Pet362,Dog,Labrador,10,1,Small,Yes,Allergies,Maybe,Farm,Behavioral support,Phoenix
363,Pet363,Cat,Persian,4,1,Large,No,Allergies,Yes,Apartment,Mobility issue,Dallas
364,Pet364,Cat,Persian,3,2,Small,Yes,Neutered,Yes,Farm,None,San Jose
365,Pet365,Cat,Bengal,2,1,Small,No,Neutered,Yes,House,None,Chicago
366,Pet366,Dog,Beagle,5,1,Small,Yes,Allergies,No,Farm,None,San Antonio
367,Pet367,Cat,Persian,4,1,Small,No,None,No,Apartment,None,San Antonio
368,Pet368,Cat,Siamese,9,2,Small,No,None,Maybe,House,Behavioral support,New York
369,Pet369,Cat,Sphynx,10,2,Medium,Yes,Allergies,Yes,Farm,Mobility issue,San Jose
370,Pet370,Cat,Persian,7,1,Small,No,Allergies,No,House,Mobility issue,Phoenix
371,Pet371,Dog,Poodle,10,2,Small,Yes,Vaccinated,No,Farm,Mobility issue,San Antonio
372,Pet372,Cat,Maine Coon,7,1,Medium,No,None,No,Apartment,Behavioral support,Phoenix
373,Pet373,Cat,Persian,5,2,Medium,No,Neutered,Yes,Apartment,None,Dallas
374,Pet374,Dog,Labrador,7,2,Small,Yes,Vaccinated,Maybe,Apartment,Mobility issue,San Jose
375,Pet375,Dog,Bulldog,2,3,Medium,No,Neutered,No,Apartment,Behavioral support,Phoenix
376,Pet376,Dog,Beagle,7,2,Small,Yes,Neutered,Yes,Farm,Mobility issue,San Jose
377,Pet377,Dog,Bulldog,9,2,Medium,Yes,Neutered,Yes,Apartment,None,Los Angeles
378,Pet378,Dog,Labrador,5,1,Large,Yes,None,Maybe,House,None,Chicago
379,Pet379,Dog,German Shepherd,3,1,Small,No,Neutered,No,Farm,Mobility issue,Dallas
380,Pet380,Dog,Poodle,3,1,Small,No,Neutered,Yes,Apartment,None,Philadelphia
381,Pet381,Cat,Bengal,4,2,Small,Yes,Neutered,Yes,Farm,None,New York
382,Pet382,Dog,Poodle,3,1,Medium,No,None,Maybe,House,None,Dallas
383,Pet383,Cat,Sphynx,8,3,Large,No,None,No,Farm,Behavioral support,Chicago
384,Pet384,Cat,Persian,1,1,Small,No,Allergies,Yes,Farm,Behavioral support,San Antonio
385,Pet385,Cat,Maine Coon,6,1,Medium,No,Neutered,Yes,Apartment,Behavioral support,Chicago
386,Pet386,Cat,Sphynx,3,3,Medium,No,Neutered,Yes,Apartment,Mobility issue,San Diego
387,Pet387,Cat,Bengal,7,2,Large,No,Allergies,Yes,House,Mobility issue,San Antonio
388,Pet388,Dog,Beagle,3,3,Small,No,Allergies,Yes,House,Behavioral support,San Antonio
389,Pet389,Cat,Siamese,10,2,Medium,No,Vaccinated,No,Apartment,Behavioral support,Philadelphia
390,Pet390,Dog,Bulldog,9,1,Small,Yes,Neutered,Maybe,Farm,None,Phoenix
391,Pet391,Dog,Labrador,9,1,Large,No,Vaccinated,No,House,Behavioral support,San Jose
392,Pet392,Cat,Maine Coon,10,2,Medium,No,Vaccinated,Maybe,Farm,Mobility issue,San Diego
393,Pet393,Cat,Bengal,9,1,Large,Yes,Neutered,No,House,None,San Diego
394,Pet394,Cat,Persian,3,1,Small,No,Allergies,No,Apartment,Mobility issue,New York
395,Pet395,Cat,Siamese,3,1,Medium,Yes,None,Yes,House,None,San Jose
396,Pet396,Cat,Persian,1,1,Small,Yes,Allergies,Maybe,House,Mobility issue,Houston
397,Pet397,Cat,Persian,8,1,Small,No,Allergies,Maybe,Farm,Behavioral support,San Diego
398,Pet398,Cat,Sphynx,9,3,Large,No,Allergies,Maybe,Apartment,None,San Jose
399,Pet399,Cat,Sphynx,4,1,Small,No,None,No,House,None,Phoenix
400,Pet400,Cat,Bengal,1,3,Medium,No,Vaccinated,Yes,Farm,Mobility issue,Houston
401,Pet401,Dog,Poodle,3,1,Large,No,None,Maybe,House,Behavioral support,San Jose
402,Pet402,Cat,Maine Coon,2,1,Small,No,Vaccinated,No,Apartment,Behavioral support,San Antonio
403,Pet403,Cat,Persian,7,2,Small,No,Allergies,Yes,House,Mobility issue,San Diego
404,Pet404,Cat,Bengal,10,1,Medium,No,Neutered,No,Apartment,None,Chicago
405,Pet405,Cat,Persian,10,2,Large,No,Vaccinated,Yes,Apartment,Mobility issue,New York
406,Pet406,Dog,German Shepherd,7,2,Small,Yes,Vaccinated,Yes,House,Mobility issue,New York
407,Pet407,Dog,Bulldog,6,3,Large,No,Vaccinated,Yes,Apartment,Behavioral support,Philadelphia
408,Pet408,Dog,Labrador,10,1,Small,Yes,Neutered,Yes,House,Behavioral support,Los Angeles
409,Pet409,Cat,Sphynx,5,3,Large,Yes,Allergies,Yes,Apartment,Behavioral support,San Jose
410,Pet410,Cat,Persian,9,1,Medium,Yes,Allergies,Yes,House,Behavioral support,Chicago
411,Pet411,Cat,Bengal,6,3,Medium,No,None,No,Apartment,Behavioral support,Philadelphia
412,Pet412,Dog,Beagle,8,1,Large,Yes,Vaccinated,Yes,Apartment,None,Los Angeles
413,Pet413,Dog,Labrador,8,1,Small,Yes,Allergies,No,Farm,Behavioral support,San Jose
414,Pet414,Dog,Poodle,7,2,Small,No,Neutered,No,Farm,Mobility issue,Philadelphia
415,Pet415,Dog,Poodle,4,2,Small,Yes,Vaccinated,No,House,Mobility issue,San Diego
416,Pet416,Cat,Bengal,6,2,Small,No,None,Maybe,House,None,Chicago
417,Pet417,Dog,Beagle,5,2,Small,No,Allergies,Yes,Apartment,Mobility issue,Houston
418,Pet418,Cat,Maine Coon,4,3,Small,No,Vaccinated,Yes,Farm,Behavioral support,Philadelphia
419,Pet419,Cat,Maine Coon,1,1,Medium,Yes,Neutered,Yes,House,None,Dallas
420,Pet420,Cat,Sphynx,7,3,Large,Yes,None,Maybe,Apartment,Behavioral support,San Jose
421,Pet421,Cat,Sphynx,8,1,Medium,No,Vaccinated,No,Farm,None,Los Angeles
422,Pet422,Cat,Bengal,8,3,Large,Yes,Allergies,Maybe,Apartment,Behavioral support,Phoenix
423,Pet423,Cat,Siamese,4,3,Large,No,None,No,Apartment,None,Houston
424,Pet424,Dog,Beagle,8,1,Medium,Yes,None,Yes,Apartment,Behavioral support,Dallas
425,Pet425,Cat,Siamese,9,3,Large,No,Vaccinated,No,Farm,Mobility issue,Dallas
426,Pet426,Cat,Siamese,4,2,Large,No,Neutered,Maybe,Farm,Mobility issue,New York
427,Pet427,Cat,Siamese,6,3,Small,No,Vaccinated,Yes,Apartment,None,Phoenix
428,Pet428,Dog,Bulldog,5,2,Small,No,Neutered,Maybe,Apartment,Behavioral support,Los Angeles
429,Pet429,Cat,Maine Coon,9,3,Large,Yes,Vaccinated,Yes,Apartment,Mobility issue,Houston
430,Pet430,Dog,Bulldog,3,1,Medium,No,Vaccinated,Maybe,Farm,Behavioral support,Dallas
431,Pet431,Dog,Poodle,10,2,Small,No,Vaccinated,No,Apartment,Behavioral support,Houston
432,Pet432,Cat,Siamese,10,1,Small,Yes,Neutered,No,Apartment,None,Dallas
433,Pet433,Dog,Poodle,6,1,Medium,No,None,Yes,Farm,Behavioral support,Houston
434,Pet434,Dog,Beagle,10,3,Medium,Yes,Neutered,Maybe,House,None,San Diego
435,Pet435,Cat,Maine Coon,6,1,Small,Yes,None,Yes,Apartment,None,Philadelphia
436,Pet436,Dog,Bulldog,6,2,Large,Yes,Allergies,No,Apartment,Mobility issue,Los Angeles
437,Pet437,Dog,German Shepherd,3,2,Medium,No,Vaccinated,Maybe,Apartment,None,Philadelphia
438,Pet438,Dog,Bulldog,9,2,Medium,Yes,Vaccinated,Yes,House,None,Chicago
439,Pet439,Cat,Bengal,3,2,Medium,No,Vaccinated,Maybe,House,Mobility issue,San Diego
440,Pet440,Cat,Maine Coon,7,1,Small,No,Allergies,Yes,Farm,Mobility issue,Chicago
441,Pet441,Dog,Bulldog,2,1,Medium,No,Allergies,Yes,Apartment,None,Houston
442,Pet442,Dog,Beagle,1,2,Medium,Yes,Allergies,Maybe,Farm,Behavioral support,Los Angeles
443,Pet443,Cat,Siamese,5,2,Small,No,Allergies,Maybe,Apartment,Mobility issue,Los Angeles
444,Pet444,Dog,German Shepherd,1,1,Medium,Yes,None,No,House,None,Los Angeles
445,Pet445,Cat,Persian,10,3,Small,Yes,Allergies,Yes,Apartment,None,San Jose
446,Pet446,Dog,Labrador,8,1,Large,Yes,Neutered,Maybe,Farm,None,Houston
447,Pet447,Cat,Siamese,9,2,Large,Yes,None,Maybe,Apartment,Mobility issue,San Antonio
448,Pet448,Dog,German Shepherd,7,1,Large,No,Allergies,Yes,House,None,San Antonio
449,Pet449,Cat,Maine Coon,4,3,Small,No,Allergies,Maybe,Farm,Behavioral support,New York
450,Pet450,Dog,Poodle,10,1,Large,No,Neutered,Maybe,Apartment,None,San Jose
451,Pet451,Dog,Beagle,3,3,Small,Yes,Neutered,Maybe,Apartment,None,Los Angeles
452,Pet452,Cat,Persian,4,2,Small,Yes,Neutered,Maybe,Apartment,None,New York
453,Pet453,Cat,Siamese,6,1,Medium,Yes,Neutered,Maybe,Farm,Mobility issue,Philadelphia
454,Pet454,Cat,Bengal,7,3,Large,No,None,Maybe,Apartment,None,Chicago
455,Pet455,Dog,Poodle,6,1,Large,Yes,None,No,House,Behavioral support,New York
456,Pet456,Cat,Siamese,7,2,Small,Yes,Vaccinated,Maybe,House,None,Phoenix
457,Pet457,Dog,Poodle,2,2,Small,No,Allergies,Yes,House,Mobility issue,San Diego
458,Pet458,Dog,German Shepherd,8,2,Medium,Yes,None,Yes,Farm,Behavioral support,San Diego
459,Pet459,Cat,Maine Coon,3,2,Small,No,Neutered,Yes,Apartment,None,San Diego
460,Pet460,Cat,Persian,9,3,Large,Yes,Vaccinated,No,Farm,Behavioral support,Dallas
461,Pet461,Cat,Siamese,5,3,Large,No,None,Yes,Apartment,None,Los Angeles
462,Pet462,Dog,Bulldog,5,1,Large,Yes,None,Maybe,Apartment,Mobility issue,New York
463,Pet463,Cat,Sphynx,7,3,Medium,Yes,None,Yes,Apartment,Mobility issue,Phoenix
464,Pet464,Cat,Maine Coon,5,3,Small,No,Allergies,Yes,House,Behavioral support,San Jose
465,Pet465,Dog,Beagle,6,1,Medium,No,None,Yes,Farm,Behavioral support,San Diego
466,Pet466,Dog,Poodle,9,1,Large,Yes,Vaccinated,Maybe,Apartment,Mobility issue,San Antonio
467,Pet467,Dog,Beagle,8,2,Large,Yes,Vaccinated,Maybe,Farm,Behavioral support,Chicago
468,Pet468,Dog,Beagle,4,2,Small,Yes,Allergies,Yes,Farm,Behavioral support,Los Angeles
469,Pet469,Cat,Sphynx,8,1,Small,No,Neutered,Maybe,Apartment,Mobility issue,Phoenix
470,Pet470,Dog,Labrador,8,3,Medium,Yes,Vaccinated,No,Apartment,Behavioral support,Philadelphia
471,Pet471,Dog,Labrador,9,3,Small,No,Vaccinated,No,Farm,Behavioral support,Philadelphia
472,Pet472,Cat,Sphynx,3,1,Large,Yes,Vaccinated,Maybe,House,Mobility issue,Chicago
473,Pet473,Dog,Beagle,1,3,Small,Yes,Neutered,Yes,Apartment,Behavioral support,San Diego
474,Pet474,Dog,Poodle,4,3,Small,Yes,Vaccinated,Maybe,Farm,Mobility issue,Philadelphia
475,Pet475,Cat,Bengal,3,3,Small,Yes,None,No,Apartment,Mobility issue,Philadelphia
476,Pet476,Dog,German Shepherd,3,3,Medium,Yes,Vaccinated,Yes,Apartment,Mobility issue,Chicago
477,Pet477,Cat,Siamese,7,1,Large,Yes,Allergies,Maybe,Farm,None,Dallas
478,Pet478,Cat,Bengal,3,3,Large,Yes,None,No,Apartment,None,San Diego
479,Pet479,Cat,Maine Coon,5,3,Small,Yes,Neutered,No,House,Behavioral support,Dallas
480,Pet480,Cat,Siamese,10,1,Large,Yes,Vaccinated,Yes,Farm,None,Dallas
481,Pet481,Dog,German Shepherd,8,2,Large,Yes,Vaccinated,Maybe,Apartment,None,Houston
482,Pet482,Dog,Beagle,1,3,Large,Yes,Neutered,Maybe,Farm,Mobility issue,Philadelphia
483,Pet483,Dog,Bulldog,5,2,Large,Yes,Neutered,Yes,House,Behavioral support,Houston
484,Pet484,Dog,Beagle,2,3,Small,No,Vaccinated,No,Farm,None,Dallas
485,Pet485,Dog,Bulldog,8,1,Large,No,Allergies,Yes,Apartment,Mobility issue,New York
486,Pet486,Dog,Labrador,2,2,Small,Yes,Vaccinated,Maybe,Apartment,Behavioral support,Los Angeles
487,Pet487,Cat,Sphynx,6,1,Large,Yes,Neutered,No,House,Behavioral support,Los Angeles
488,Pet488,Cat,Maine Coon,5,1,Small,Yes,None,No,House,None,Los Angeles
489,Pet489,Dog,Beagle,5,3,Large,Yes,Allergies,No,House,Mobility issue,Dallas
490,Pet490,Cat,Bengal,1,1,Large,Yes,Vaccinated,Maybe,House,Mobility issue,San Antonio
491,Pet491,Cat,Maine Coon,2,2,Large,No,Neutered,No,House,None,Los Angeles
492,Pet492,Dog,Poodle,3,2,Large,Yes,Allergies,No,Farm,Mobility issue,Philadelphia
493,Pet493,Cat,Persian,10,2,Large,Yes,Vaccinated,Maybe,House,Mobility issue,San Antonio
494,Pet494,Dog,Beagle,7,3,Large,No,Allergies,Yes,Farm,None,Dallas
495,Pet495,Dog,Beagle,2,1,Medium,Yes,Vaccinated,No,House,None,Los Angeles
496,Pet496,Dog,Bulldog,5,3,Small,No,None,Yes,Farm,Mobility issue,San Antonio
497,Pet497,Dog,German Shepherd,2,2,Medium,Yes,Neutered,Maybe,Apartment,Mobility issue,San Antonio
498,Pet498,Cat,Persian,9,3,Large,No,None,No,Apartment,Mobility issue,Houston
499,Pet499,Cat,Persian,6,3,Large,No,Neutered,Yes,House,Behavioral support,Los Angeles
500,Pet500,Cat,Siamese,7,2,Large,No,Neutered,No,House,Behavioral support,New York
501,Pet501,Dog,Poodle,4,3,Large,No,Allergies,Maybe,Farm,Mobility issue,Phoenix
502,Pet502,Dog,Labrador,2,2,Medium,No,None,No,House,None,San Jose
503,Pet503,Dog,Beagle,2,2,Small,Yes,Allergies,No,Farm,Mobility issue,San Diego
504,Pet504,Dog,Bulldog,1,2,Large,Yes,Allergies,Yes,Apartment,Mobility issue,Houston
505,Pet505,Cat,Persian,9,2,Large,No,Vaccinated,No,Farm,Mobility issue,Chicago
506,Pet506,Dog,Labrador,2,3,Large,No,None,Maybe,Apartment,None,New York
507,Pet507,Dog,Beagle,10,1,Large,Yes,None,Yes,Apartment,Behavioral support,Philadelphia
508,Pet508,Dog,Labrador,7,1,Large,Yes,Vaccinated,Maybe,Farm,Behavioral support,Philadelphia
509,Pet509,Cat,Siamese,8,3,Medium,Yes,Vaccinated,Yes,Apartment,Mobility issue,New York
510,Pet510,Dog,Bulldog,7,1,Large,Yes,Vaccinated,Yes,Farm,Behavioral support,Philadelphia
511,Pet511,Cat,Bengal,5,3,Medium,Yes,None,Yes,Farm,None,Houston
512,Pet512,Cat,Maine Coon,10,2,Small,Yes,Vaccinated,No,Farm,Mobility issue,Los Angeles
513,Pet513,Cat,Siamese,9,2,Small,Yes,None,Maybe,House,Behavioral support,New York
514,Pet514,Dog,Poodle,4,1,Large,Yes,Neutered,Maybe,Farm,None,Chicago
515,Pet515,Dog,Beagle,8,2,Medium,No,None,Yes,Apartment,Behavioral support,New York
516,Pet516,Cat,Persian,9,3,Medium,Yes,Allergies,Maybe,Apartment,Behavioral support,Houston
517,Pet517,Cat,Bengal,7,2,Large,Yes,Vaccinated,Yes,Farm,Mobility issue,San Antonio
518,Pet518,Dog,Labrador,4,1,Large,Yes,Allergies,No,House,None,Los Angeles
519,Pet519,Dog,Poodle,3,3,Medium,Yes,Allergies,Maybe,Apartment,Mobility issue,Chicago
520,Pet520,Dog,Bulldog,6,2,Small,No,Neutered,No,Farm,Mobility issue,San Diego
521,Pet521,Cat,Bengal,9,3,Small,Yes,Allergies,No,Farm,Mobility issue,Los Angeles
522,Pet522,Dog,Bulldog,9,1,Large,No,Neutered,No,House,Mobility issue,San Diego
523,Pet523,Dog,Poodle,1,1,Small,No,Vaccinated,Yes,Apartment,None,Philadelphia
524,Pet524,Cat,Siamese,10,1,Large,No,Vaccinated,No,House,None,Chicago
525,Pet525,Dog,Poodle,5,3,Small,No,None,Maybe,Farm,Behavioral support,Phoenix
526,Pet526,Cat,Siamese,9,2,Small,No,None,Maybe,Farm,Mobility issue,Chicago
527,Pet527,Cat,Sphynx,2,2,Small,No,Neutered,Yes,Apartment,Mobility issue,Chicago
528,Pet528,Dog,Bulldog,3,2,Medium,Yes,None,Maybe,Farm,Mobility issue,Dallas
529,Pet529,Cat,Persian,7,3,Small,No,None,Yes,Farm,Behavioral support,Chicago
530,Pet530,Dog,Bulldog,9,3,Small,Yes,Allergies,Maybe,Farm,None,Philadelphia
531,Pet531,Dog,German Shepherd,3,3,Large,Yes,Allergies,Yes,House,Behavioral support,Los Angeles
532,Pet532,Dog,German Shepherd,10,2,Medium,Yes,Neutered,No,Farm,Behavioral support,Dallas
533,Pet533,Dog,Poodle,5,1,Large,No,None,No,House,None,Los Angeles
534,Pet534,Dog,Labrador,9,2,Medium,Yes,Neutered,Yes,Farm,Behavioral support,San Jose
535,Pet535,Cat,Siamese,5,1,Medium,No,Neutered,Yes,Farm,Behavioral support,Dallas
536,Pet536,Cat,Siamese,1,1,Medium,Yes,Vaccinated,Yes,Farm,None,San Antonio
537,Pet537,Cat,Bengal,2,1,Small,No,Neutered,Yes,Apartment,None,Houston
538,Pet538,Cat,Siamese,1,1,Medium,Yes,Allergies,Yes,House,None,San Jose
539,Pet539,Dog,Bulldog,1,2,Medium,Yes,Neutered,Maybe,House,None,San Antonio
540,Pet540,Dog,Labrador,6,1,Large,No,Allergies,Yes,House,Behavioral support,San Diego
541,Pet541,Cat,Bengal,3,1,Large,No,Neutered,Maybe,House,Behavioral support,Chicago
542,Pet542,Dog,Bulldog,1,3,Small,No,None,No,Apartment,Mobility issue,San Jose
543,Pet543,Dog,Bulldog,1,2,Large,No,Vaccinated,Yes,Apartment,Mobility issue,San Diego
544,Pet544,Dog,Labrador,3,2,Medium,Yes,Neutered,No,House,Mobility issue,San Diego
545,Pet545,Dog,Poodle,1,1,Small,Yes,Vaccinated,Maybe,Apartment,Mobility issue,San Antonio
546,Pet546,Dog,Beagle,7,1,Large,No,Neutered,No,House,None,San Jose
547,Pet547,Cat,Bengal,2,1,Small,No,Vaccinated,Maybe,Farm,Behavioral support,Phoenix
548,Pet548,Cat,Sphynx,1,3,Small,No,Vaccinated,Yes,House,Behavioral support,Dallas
549,Pet549,Dog,Labrador,7,2,Medium,Yes,Neutered,No,Apartment,None,Phoenix
550,Pet550,Dog,Poodle,8,3,Small,Yes,None,Maybe,House,None,Dallas
551,Pet551,Dog,Beagle,2,1,Small,Yes,None,Maybe,Farm,Mobility issue,Los Angeles
552,Pet552,Dog,Bulldog,9,2,Small,No,None,Maybe,Farm,None,San Diego
553,Pet553,Dog,Poodle,4,3,Small,Yes,Neutered,Maybe,Farm,Behavioral support,San Antonio
554,Pet554,Dog,Bulldog,4,3,Medium,Yes,None,Maybe,Farm,None,San Antonio
555,Pet555,Cat,Siamese,8,2,Large,Yes,None,No,Apartment,Behavioral support,Dallas
556,Pet556,Dog,Labrador,6,1,Medium,Yes,Vaccinated,Maybe,Apartment,Mobility issue,Houston
557,Pet557,Cat,Maine Coon,3,1,Medium,No,Vaccinated,No,Farm,Behavioral support,Los Angeles
558,Pet558,Cat,Bengal,10,1,Large,Yes,Neutered,Yes,Farm,Mobility issue,Philadelphia
559,Pet559,Cat,Bengal,10,1,Large,No,Neutered,No,Farm,None,Dallas
